股票代码,公司名称,行业,会计年度,营业收入,营业成本,销售费用,管理费用,研发费用,财务费用,资产减值损失,营业利润,利润总额,所得税费用,净利润,归母净利润,货币资金,应收账款,存货,流动资产合计,固定资产,无形资产,非流动资产合计,资产总计,短期借款,应付账款,流动负债合计,长期借款,非流动负债合计,负债合计,所有者权益合计,归母股东权益,经营活动现金流净额,投资活动现金流净额,筹资活动现金流净额,现金及等价物净增加额
00080018,消费品第019号公司,消费品,2019,28.22,19.88,1.24,1.11,0.8,0.6,0.39,4.18,4.17,1.08,3.09,2.64,3.74,5.52,2.78,13.92,7.35,1.72,9.67,23.59,1.73,3.12,8.22,1.9,3.21,11.43,12.16,10.82,3.62,-1.68,1.27,3.21
00080018,消费品第019号公司,消费品,2020,28.07,18.16,1.84,0.98,0.83,0.17,-0.26,6.35,6.25,1.67,4.58,4.42,2.89,1.76,3.49,10.13,10.45,0.99,13.27,23.4,2.42,2.11,7.37,2.64,3.97,11.34,12.06,11.89,5.16,-0.7,-0.56,3.9
00080018,消费品第019号公司,消费品,2021,28.28,21.66,2.03,1.11,0.87,0.53,0.34,1.74,1.76,0.46,1.29,1.04,4.28,2.33,6.12,13.64,6.76,2.05,10.39,24.04,1.58,1.72,7.77,1.24,3.88,11.65,12.39,10.97,1.42,-0.9,2.27,2.79
00080018,消费品第019号公司,消费品,2022,30.16,17.53,1.77,2.69,0.97,0.2,0.6,6.4,6.61,1.56,5.05,4.55,4.71,4.1,4.95,15.59,5.33,2.39,8.89,24.49,3.64,2.29,7.78,3.13,4.09,11.87,12.62,11.91,6.0,-1.0,2.22,7.23
00080018,消费品第019号公司,消费品,2023,29.77,18.68,1.06,1.67,0.91,0.31,0.49,6.64,6.83,1.68,5.15,4.74,6.07,2.11,5.06,14.61,7.21,2.14,10.98,25.59,4.1,3.9,8.32,4.44,4.08,12.4,13.19,12.7,5.35,-2.08,-1.15,2.12
00080019,消费品第020号公司,消费品,2019,45.07,8.53,2.15,2.1,1.39,1.35,0.73,11.64,11.44,3.0,8.44,7.67,8.83,4.53,5.76,23.32,17.33,3.04,21.77,45.09,5.96,6.1,16.13,6.41,6.43,22.56,22.53,22.51,9.36,-1.99,0.21,
00080019,消费品第020号公司,消费品,2020,47.42,39.39,2.06,3.21,1.66,1.3,0.25,-0.45,-0.45,0.0,-0.45,-0.42,9.08,4.83,4.81,22.56,14.92,1.17,20.51,43.07,2.4,4.95,12.03,8.55,9.52,21.55,21.52,20.79,0.52,-1.82,-3.67,-4.97
00080019,消费品第020号公司,消费品,2021,48.62,27.17,2.09,1.78,1.59,1.17,-0.11,14.93,15.33,3.86,11.47,11.35,6.95,4.94,2.84,16.43,23.52,3.7,31.8,48.24,7.71,3.97,15.8,7.85,8.33,24.13,24.1,20.79,8.26,-2.24,1.83,7.85
00080019,消费品第020号公司,消费品,2022,48.2,9.02,1.9,3.96,1.88,0.74,0.42,9.37,9.39,2.46,6.93,6.29,10.32,7.1,8.67,28.47,14.23,4.25,21.07,49.55,4.79,4.18,18.27,3.96,6.52,24.79,24.76,21.11,7.15,-1.16,-0.67,5.32
00080019,消费品第020号公司,消费品,2023,48.5,32.52,2.79,4.25,1.83,1.25,-0.14,6.0,5.73,1.45,4.28,3.74,8.8,7.33,8.52,30.36,11.93,4.13,18.86,49.22,5.83,2.87,11.43,10.79,13.19,24.62,24.59,21.33,5.44,-2.4,0.41,3.45
00080020,消费品第021号公司,消费品,2019,3.91,3.07,0.14,0.32,0.11,0.1,0.03,0.13,0.12,0.03,0.09,0.09,0.81,0.77,0.74,2.37,1.0,0.33,1.45,3.94,0.63,0.43,1.1,0.62,0.65,1.75,2.19,1.94,0.19,-0.27,-0.01,-0.09
00080020,消费品第021号公司,消费品,2020,4.13,3.26,0.22,0.2,0.12,0.19,0.03,0.24,0.24,0.07,0.18,0.14,0.51,0.8,0.88,2.37,1.31,0.34,1.83,4.2,0.63,0.31,1.01,0.62,0.85,1.86,2.34,2.11,0.15,-0.05,-0.02,0.1
00080020,消费品第021号公司,消费品,2021,12.12,3.35,0.25,0.36,0.12,0.06,-0.01,-0.17,-0.17,0.0,-0.17,-0.15,0.46,0.54,0.95,2.11,1.39,0.51,2.15,4.26,0.84,0.29,1.43,0.35,0.46,1.89,2.37,2.17,-0.22,-0.18,0.01,-0.4
00080020,消费品第021号公司,消费品,2022,4.6,3.15,0.25,0.43,0.15,0.05,-0.04,0.61,0.6,0.14,0.46,0.45,1.05,0.29,0.35,2.02,1.11,0.36,1.83,3.85,0.58,0.45,1.15,0.46,0.56,1.71,2.14,2.13,0.36,-0.14,,-0.04
00080020,消费品第021号公司,消费品,2023,4.74,3.21,0.13,0.23,0.14,0.12,0.02,0.9,0.9,0.23,0.67,0.63,0.46,0.66,0.81,2.35,1.85,0.3,2.53,4.88,0.69,0.47,1.57,0.41,0.6,2.17,2.71,2.41,0.56,-0.1,0.18,0.63
00080021,消费品第022号公司,消费品,2019,13.03,10.78,0.45,0.94,0.46,0.2,-0.08,0.27,0.26,0.07,0.19,0.19,2.91,2.23,2.09,8.61,2.38,1.28,4.04,12.64,0.98,1.91,4.52,0.84,1.32,5.84,6.8,6.55,-0.0,-0.65,-0.56,-1.22
00080021,消费品第022号公司,消费品,2020,13.74,9.52,0.51,0.82,0.45,0.36,0.0,2.07,2.03,0.47,1.55,1.28,2.21,2.23,2.13,7.82,5.08,0.61,7.11,14.93,2.93,1.81,4.59,2.22,2.31,6.9,8.04,7.28,1.63,-0.65,0.22,1.2
00080021,消费品第022号公司,消费品,2021,12.58,7.21,0.28,1.23,0.41,0.36,-0.04,3.14,2.99,0.72,2.27,1.89,2.45,1.2,1.95,7.12,4.45,2.14,7.82,14.94,1.21,1.8,3.87,3.26,3.03,6.9,8.04,6.92,3.12,-0.82,0.36,2.66
00080021,消费品第022号公司,消费品,2022,14.75,11.3,1.14,0.8,0.49,0.4,-0.07,0.34,0.33,0.08,0.25,0.23,1.59,2.44,3.39,7.12,6.14,0.56,7.72,15.76,1.38,1.7,3.76,3.56,3.51,7.28,8.48,7.87,0.08,-0.28,-1.26,-1.46
00080021,消费品第022号公司,消费品,2023,13.42,10.57,0.44,0.95,0.36,0.37,0.24,0.49,2.035,0.11,0.38,0.36,2.96,1.03,3.06,8.02,4.03,1.33,6.28,14.3,2.37,1.91,4.57,2.07,2.03,6.6,7.69,7.28,0.4,-1.09,0.86,0.16
00080022,消费品第023号公司,消费品,2019,11.54,6.45,0.85,0.66,0.34,0.06,-0.0,3.19,3.19,0.8,1.0,1.95,2.87,1.77,1.48,7.08,3.72,1.81,6.44,12.1,0.82,1.16,3.64,1.01,2.73,5.7,7.82,7.75,2.39,-1.1,-0.91,0.38
00080022,消费品第023号公司,消费品,2020,11.07,9.12,0.78,0.52,0.37,0.18,-0.06,0.15,0.15,0.04,0.11,0.11,2.35,1.71,1.34,5.98,3.87,1.33,6.12,12.1,0.82,0.87,3.05,1.95,2.73,5.1,7.0,6.03,0.46,-0.88,0.39,-0.03
00080022,消费品第023号公司,消费品,2021,12.06,9.79,0.26,1.18,0.39,0.3,-0.1,0.24,0.25,0.06,0.19,0.18,2.26,1.45,2.86,5.98,4.78,0.99,7.24,14.94,1.16,0.89,3.58,2.08,2.73,5.1,8.64,8.36,0.32,-1.19,-0.39,-1.27
00080022,消费品第023号公司,消费品,2022,12.38,8.18,0.9,1.03,0.38,0.29,-0.12,1.72,1.75,0.42,1.33,1.26,2.8,2.02,1.52,7.79,4.26,1.85,7.24,15.03,2.19,1.49,3.65,3.06,2.69,6.34,8.69,8.67,1.6,-0.84,-0.72,0.04
00080022,消费品第023号公司,消费品,2023,13.55,8.81,0.49,1.27,0.45,0.22,0.26,2.12,2.07,0.55,1.51,1.46,3.82,0.8,2.37,7.79,3.35,0.66,4.75,12.89,1.54,1.79,2.91,2.91,2.52,5.44,7.45,7.17,1.22,-0.6,0.87,1.48
00080023,消费品第024号公司,消费品,2019,11.995,12.11,1.05,0.93,0.19,0.23,0.11,1.34,4.1,1.05,3.05,3.0,4.15,2.64,3.51,12.19,6.73,1.07,9.65,21.85,3.75,1.76,7.15,1.81,2.74,8.2,11.96,10.24,3.16,-0.47,-1.73,0.96
00080023,消费品第024号公司,消费品,2020,19.27,11.63,0.54,0.98,0.27,0.37,-0.16,5.65,5.44,1.28,4.16,3.52,1.82,0.99,2.07,6.88,8.23,1.13,11.23,18.11,3.06,1.14,4.12,4.31,4.08,8.2,9.91,9.49,5.07,-1.0,-1.87,2.2
00080023,消费品第024号公司,消费品,2021,20.72,15.78,1.02,1.81,0.26,0.33,-0.05,1.55,1.51,0.39,1.12,1.04,3.06,3.19,3.01,10.91,6.2,1.57,8.25,19.16,3.74,1.56,6.81,1.25,1.86,8.67,10.49,10.47,2.11,-1.0,-0.85,0.26
00080023,消费品第024号公司,消费品,2022,22.1,15.32,0.59,2.03,0.25,0.39,0.4,3.12,3.2,0.28,2.38,2.18,2.72,4.01,3.74,10.91,9.62,1.82,13.32,25.67,1.32,2.89,6.68,3.99,4.94,11.62,14.05,12.99,1.53,-1.97,1.4,0.97
00080023,消费品第024号公司,消费品,2023,21.86,13.59,0.78,1.49,0.25,0.14,0.38,5.23,5.18,1.2,3.98,3.36,2.47,2.9,3.12,9.81,4.7,3.27,10.13,19.94,1.5,2.47,5.25,3.83,3.77,9.02,14.05,9.75,4.25,-0.56,0.75,4.44
00080024,消费品第025号公司,消费品,2019,6.71,4.73,0.28,0.56,0.21,0.08,-0.0,0.85,0.85,0.23,0.62,0.62,2.0,0.67,1.41,4.81,3.57,1.03,5.07,9.88,0.94,0.92,2.54,1.88,2.11,4.64,5.24,4.51,0.75,-0.6,-0.3,-0.15
00080024,消费品第025号公司,消费品,2020,7.39,4.62,0.4,0.37,,0.08,-0.07,1.8,1.85,0.42,1.43,1.39,0.94,0.66,0.66,2.55,3.57,0.7,4.95,7.49,1.16,0.9,2.54,0.67,0.97,3.52,3.97,3.94,1.48,-0.4,-0.06,1.03
00080024,消费品第025号公司,消费品,2021,7.01,9.63,0.39,0.3,0.16,0.04,0.09,1.39,1.44,0.37,1.07,1.07,1.96,0.62,1.16,4.08,2.12,0.61,3.44,7.52,1.07,0.84,2.13,1.39,1.41,3.53,3.99,3.71,1.39,-0.41,-0.15,0.84
00080024,消费品第025号公司,消费品,2022,7.07,4.07,0.42,0.23,0.18,0.07,0.06,2.04,2.15,0.5,1.65,1.58,1.25,0.91,1.14,4.03,3.72,0.35,4.3,8.33,1.53,0.8,2.05,2.07,1.86,3.91,4.42,4.02,2.07,-0.26,0.04,1.85
00080024,消费品第025号公司,消费品,2023,7.73,4.81,0.27,0.61,0.21,0.19,-0.02,1.65,1.7,0.43,1.27,1.22,2.17,1.52,0.65,5.11,4.32,0.92,5.97,11.09,0.67,0.48,2.24,2.71,2.97,5.21,5.88,5.23,1.26,-0.77,-0.26,0.23
00080025,消费品第026号公司,消费品,2019,6.1,4.53,0.47,0.6,0.18,0.04,-0.05,0.34,0.35,0.09,0.26,0.24,1.33,0.45,1.06,2.97,1.71,0.41,2.28,5.25,0.46,0.64,1.9,0.37,0.89,2.79,2.46,2.23,0.3,-0.14,0.14,0.31
00080025,消费品第026号公司,消费品,2020,5.99,3.32,0.34,0.3,0.2,0.07,-0.03,1.8,1.82,0.44,1.38,1.18,1.15,0.37,0.36,2.2,2.19,0.64,2.97,5.17,0.47,0.32,1.55,0.75,1.2,2.74,2.42,2.21,1.44,-0.27,0.27,1.45
00080025,消费品第026号公司,消费品,2021,6.89,5.35,0.3,0.4,0.17,0.16,0.12,0.39,0.4,0.1,0.3,0.28,0.78,0.75,1.07,2.75,1.36,0.15,1.94,4.69,0.62,0.43,1.81,0.41,0.69,2.49,2.2,2.09,0.39,-0.33,0.46,0.51
00080025,消费品第026号公司,消费品,2022,7.04,5.41,0.15,0.47,0.21,0.17,0.01,0.62,0.63,0.17,0.46,0.43,0.68,0.71,0.93,2.8,2.2,0.74,3.15,5.94,0.7,0.88,2.09,0.83,0.69,3.16,2.2,2.47,0.4,-0.45,0.32,
00080025,消费品第026号公司,消费品,2023,7.05,8.96,0.56,0.52,0.21,0.08,-0.07,0.27,0.28,0.48,0.2,1.43,1.15,1.02,0.93,3.48,2.64,0.8,3.81,7.29,0.41,0.72,1.84,1.44,2.03,3.87,3.42,3.24,0.24,-0.51,0.42,0.15
00080026,消费品第027号公司,消费品,2019,9.85,6.31,0.55,0.51,0.28,0.11,0.11,1.98,1.92,0.51,1.41,1.28,2.76,0.89,1.58,5.63,6.81,2.34,10.37,16.0,1.1,1.23,2.35,3.93,3.51,5.86,10.14,8.69,1.41,-0.8,0.8,1.41
00080026,消费品第027号公司,消费品,2020,9.64,7.27,0.35,0.54,0.28,0.16,-0.01,1.06,1.08,0.27,0.81,0.8,3.13,1.58,2.08,7.37,7.23,2.3,10.91,18.28,1.1,0.65,3.46,2.93,3.51,6.7,11.58,11.53,0.77,-1.11,0.12,-0.21
00080026,消费品第027号公司,消费品,2021,9.89,6.75,0.44,0.84,0.29,0.19,0.16,1.21,1.19,0.29,1.0950000000000002,0.82,2.79,1.95,1.49,7.79,7.23,0.74,5.24,13.03,1.32,1.41,2.77,2.38,2.0,4.77,8.26,7.49,0.79,-0.66,0.42,0.56
00080026,消费品第027号公司,消费品,2022,10.47,8.27,0.61,0.92,0.31,0.11,0.08,0.17,0.16,0.04,0.12,0.1,2.92,1.42,2.35,7.54,5.17,0.74,7.07,14.61,1.42,1.28,3.24,2.07,2.11,5.35,9.26,8.84,0.37,-0.97,-0.72,-1.31
00080026,消费品第027号公司,消费品,2023,10.52,7.18,0.74,0.85,0.28,0.21,0.04,2.12,1.27,0.29,0.98,0.98,1.92,0.53,0.83,3.91,5.59,1.77,8.33,12.24,1.7,0.71,3.04,0.88,1.45,4.48,7.76,7.62,0.74,-0.5,-0.35,-0.11
00080027,消费品第028号公司,消费品,2019,11.995,31.09,1.37,2.22,1.46,0.17,0.34,4.01,4.18,0.99,3.18,0.945,5.39,2.24,6.43,17.29,10.37,2.81,17.14,34.43,6.24,3.73,9.66,8.57,7.04,16.7,17.73,17.24,3.46,-1.58,2.92,4.8
00080027,消费品第028号公司,消费品,2020,35.78,24.23,2.14,1.58,1.17,1.03,-0.03,5.67,5.86,1.45,4.41,4.29,7.63,2.46,3.2,16.05,7.55,4.23,13.53,29.59,3.82,4.95,10.66,2.94,3.69,14.35,15.23,13.15,6.0,-1.48,0.46,4.98
00080027,消费品第028号公司,消费品,2021,38.9,22.78,2.01,1.89,1.58,0.98,-0.31,9.96,10.09,2.28,7.81,0.91,6.97,5.46,6.3,20.29,7.31,2.78,11.12,31.41,3.82,3.91,10.6,2.61,4.64,15.24,16.17,16.12,7.65,-2.47,-2.95,2.23
00080027,消费品第028号公司,消费品,2022,41.14,28.6,2.26,1.96,1.57,0.5,-0.4,6.63,6.91,1.78,5.13,4.44,4.58,7.07,3.05,16.21,15.93,6.54,11.12,39.89,5.5,5.39,10.73,9.39,8.62,19.35,20.54,18.2,5.85,-2.84,4.57,7.58
00080027,消费品第028号公司,消费品,2023,39.78,28.16,1.28,2.11,1.39,0.59,0.29,5.95,5.91,1.41,1.51,3.63,6.83,5.71,8.37,22.99,17.99,1.55,22.58,45.57,7.9,3.8,11.73,10.22,10.37,22.11,23.46,22.13,4.61,-2.04,,3.68
00080028,消费品第029号公司,消费品,2019,2.1,1.23,0.12,0.09,0.03,0.06,0.0,0.57,0.6,0.16,0.43,0.41,0.43,0.29,0.29,1.03,0.66,0.18,0.89,1.92,0.37,0.19,0.62,0.2,0.29,0.9,1.02,0.9,0.4,-0.12,0.06,0.34
00080028,消费品第029号公司,消费品,2020,1.94,1.48,0.12,0.11,0.03,0.04,0.0,0.17,0.17,0.04,0.13,0.13,0.43,0.29,0.34,1.03,0.77,0.11,1.0,1.97,0.14,0.24,0.48,0.39,0.46,0.93,1.04,0.93,0.08,-0.16,-0.12,-0.2
00080028,消费品第029号公司,消费品,2021,20.0,1.6,0.1,0.19,0.03,0.01,0.04,0.02,0.02,0.01,0.02,0.02,0.38,0.18,0.34,1.0,0.47,0.16,0.81,1.8,0.32,0.24,0.62,0.18,0.19,0.81,0.99,0.88,0.01,-0.05,0.0,-0.02
00080028,消费品第029号公司,消费品,2022,2.27,1.32,0.18,0.18,0.03,0.06,0.03,0.47,0.46,0.13,0.33,0.31,0.2,0.37,0.33,1.01,0.52,0.18,0.87,1.88,0.29,0.2,0.61,0.27,0.28,0.89,0.99,0.87,0.37,-0.1,0.19,0.46
00080028,消费品第029号公司,消费品,2023,2.09,1.62,0.09,0.84,0.02,0.03,0.01,0.16,0.16,0.04,0.12,0.11,0.2,0.27,0.37,0.9,0.42,0.22,0.74,1.64,0.21,0.29,0.53,0.21,0.2,0.73,0.9,0.8299,0.16,-0.11,-0.07,-0.02
00080029,消费品第030号公司,消费品,2019,25.57,20.25,0.65,2.38,,0.43,-0.13,1.72,1.64,0.39,1.24,1.12,2.94,4.15,2.28,10.67,6.08,2.36,8.99,19.65,2.11,3.51,4.15,2.48,2.36,6.51,13.14,12.05,1.6,-1.87,0.98,0.71
00080029,消费品第030号公司,消费品,2020,28.79,23.05,1.56,2.4,0.34,0.42,-0.28,1.3,1.26,0.31,0.95,0.81,2.94,2.71,2.76,12.73,9.79,3.63,15.51,28.25,4.03,3.85,6.01,3.6,3.35,9.36,18.89,16.96,2.1,-1.9,1.79,1.99
00080029,消费品第030号公司,消费品,2021,29.98,22.99,1.11,2.93,0.34,0.24,0.48,1.3599999999999999,1.99,0.49,1.5,1.3,5.06,1.92,3.83,12.02,8.07,1.77,11.0,23.01,2.58,3.17,4.12,5.08,3.51,7.63,15.39,13.58,1.92,-1.91,-1.22,-1.21
00080029,消费品第030号公司,消费品,2022,26.64,22.52,1.14,2.4,0.27,0.37,0.4,-0.45,-0.43,0.0,-0.43,-0.38,5.13,3.91,5.67,16.5,8.07,0.72,9.37,25.87,2.75,2.29,4.12,6.33,4.41,8.57,17.3,16.94,0.5,-2.18,-2.38,-4.05
00080029,消费品第030号公司,消费品,2023,28.1,19.19,2.02,2.69,0.31,0.61,-0.02,3.3,3.37,0.84,2.53,2.46,2.57,1.59,4.67,10.5,8.31,0.8,10.33,20.83,2.72,2.09,4.02,3.55,2.88,6.9,13.92,13.55,3.13,-1.73,-0.57,0.82
00080030,消费品第031号公司,消费品,2019,63.86,52.78,3.66,5.52,,1.41,0.93,-1.84,-1.83,0.0,-1.83,-1.56,12.81,4.82,7.98,32.1,10.07,3.65,18.33,50.43,6.47,8.93,13.77,5.61,4.7,18.48,31.95,28.13,,-3.69,4.41,-2.57
00080030,消费品第031号公司,消费品,2020,62.91,39.33,1.33,5.83,1.42,1.75,1.23,12.02,11.44,3.09,8.34,8.22,10.27,4.38,4.84,25.78,17.43,4.15,27.25,53.03,8.26,8.4,10.69,12.52,8.74,19.43,33.6,29.62,9.42,-2.14,1.45,8.73
00080030,消费品第031号公司,消费品,2021,66.85,42.98,4.44,2.99,1.49,0.39,-0.63,15.19,14.7,3.4,11.29,10.33,12.6,11.56,12.15,40.26,34.81,7.71,49.59,89.86,11.37,6.01,22.12,9.81,10.8,32.92,56.94,29.62,9.87,-2.46,7.44,14.85
00080030,消费品第031号公司,消费品,2022,73.89,9.02,1.86,4.67,1.79,2.0,1.12,13.04,12.57,2.92,9.65,8.14,17.85,12.43,12.67,51.22,16.04,7.71,28.3,79.52,4.65,5.28,13.23,13.01,15.9,29.14,50.39,45.27,7.18,-3.7,3.02,6.49
00080030,消费品第031号公司,消费品,2023,66.06,43.21,2.64,2.16,1.7,1.09,-0.62,15.88,15.96,4.12,11.84,11.46,8.83,6.72,8.84,29.0,25.34,3.65,34.24,63.24,5.09,6.96,14.17,11.87,9.0,23.17,40.07,38.21,9.47,-4.99,-3.11,1.37
00080031,消费品第032号公司,消费品,2019,31.5,8.53,1.86,1.73,0.9,0.21,0.51,4.57,4.52,1.09,3.43,3.28,6.56,4.58,2.43,15.63,12.22,0.88,14.55,30.19,1.85,2.85,9.78,2.14,4.42,14.2,15.98,14.32,2.72,-0.84,0.26,2.14
00080031,消费品第032号公司,消费品,2020,11.54,18.66,2.18,1.61,0.97,0.49,0.65,8.08,8.33,1.99,6.34,5.94,4.27,3.66,2.41,13.04,10.99,0.79,14.3,27.34,2.95,4.53,7.94,5.47,4.92,12.87,14.48,14.24,7.14,-2.45,-2.2,2.49
00080031,消费品第032号公司,消费品,2021,29.91,17.22,2.03,1.89,1.06,0.61,0.36,1.3599999999999999,6.49,1.66,4.83,4.29,4.73,5.12,3.81,14.59,4.45,3.9,10.76,25.35,3.72,2.77,7.94,6.19,5.81,11.93,13.42,11.46,4.78,-1.45,1.41,4.75
00080031,消费品第032号公司,消费品,2022,32.94,18.27,1.36,1.83,1.0,0.67,0.54,9.27,8.82,2.09,6.73,6.67,4.53,4.57,3.99,14.31,10.95,2.25,13.97,28.28,2.07,2.97,6.62,5.09,6.68,13.31,14.97,12.8,6.31,-1.16,-2.63,2.52
00080031,消费品第032号公司,消费品,2023,35.06,25.2,1.39,1.5,0.89,0.21,-0.32,6.19,6.47,1.55,4.92,4.36,3.16,6.44,2.71,14.31,4.6,2.61,8.06,21.9,3.63,4.96,6.75,4.78,3.55,10.3,11.59,11.46,4.09,-1.06,0.32,3.35
00080032,消费品第033号公司,消费品,2019,23.86,17.62,1.39,1.39,0.95,0.54,0.01,1.96,1.92,0.49,1.43,1.15,3.27,4.47,2.3,12.54,11.0,0.78,13.78,26.31,3.02,3.39,7.58,3.23,3.74,11.32,15.0,14.91,2.12,-0.55,0.17,1.74
00080032,消费品第033号公司,消费品,2020,27.76,16.64,1.79,2.2,0.99,0.65,0.47,5.01,4.86,1.23,3.63,3.62,6.59,4.54,4.52,17.89,11.37,3.55,15.58,33.47,3.01,3.11,7.17,7.04,7.22,14.39,19.08,18.12,2.61,-0.94,-1.38,0.29
00080032,消费品第033号公司,消费品,2021,25.05,16.05,0.96,0.82,0.74,0.6,0.39,5.49,5.43,1.41,4.03,3.75,4.05,4.93,4.06,14.57,5.01,2.4,8.54,23.11,3.35,2.45,6.65,2.54,3.29,9.94,13.17,11.67,4.13,-0.78,0.13,3.48
00080032,消费品第033号公司,消费品,2022,12.405000000000001,20.22,2.12,2.25,0.89,0.5,0.2,1.54,1.56,0.37,1.18,0.98,4.64,4.6,4.42,15.6,10.14,1.18,13.47,29.07,2.67,1.87,7.26,4.34,5.25,12.5,16.57,14.91,1.05,-2.46,1.71,0.3
00080032,消费品第033号公司,消费品,2023,29.02,18.02,1.29,2.12,0.9,0.61,-0.04,6.12,5.97,1.6,4.37,3.65,7.5,3.54,1.9,13.77,14.04,0.66,17.45,31.22,4.18,3.35,10.29,2.32,3.13,13.43,17.79,15.63,4.28,-0.8,1.65,5.13
00080033,消费品第034号公司,消费品,2019,18.84,14.46,1.11,1.44,0.35,0.15,-0.0,1.33,1.32,0.31,1.01,0.95,3.55,2.44,1.97,9.56,2.55,0.55,4.74,14.3,1.46,2.34,4.42,0.93,1.15,5.57,8.73,8.51,1.36,-0.64,0.84,1.57
00080033,消费品第034号公司,消费品,2020,21.23,15.31,0.57,1.29,0.37,0.38,0.32,1.32,2.98,0.68,2.3,2.04,3.52,1.31,2.33,8.39,7.44,0.97,9.62,18.01,1.38,1.13,4.11,2.32,2.9,7.02,11.0,9.96,3.0,-1.44,0.85,2.4
00080033,消费品第034号公司,消费品,2021,19.56,14.6,1.04,0.91,0.32,0.46,-0.14,2.37,2.41,0.57,1.83,1.62,2.33,3.8,3.01,10.51,4.39,2.63,7.87,18.38,1.75,2.58,5.5,0.92,1.66,7.16,11.22,10.12,0.68,-1.59,0.79,-0.13
00080033,消费品第034号公司,消费品,2022,20.06,14.3,1.46,1.95,0.36,0.52,0.06,1.41,1.38,0.35,1.03,0.93,1.45,3.97,1.59,10.51,7.12,1.84,10.09,18.38,2.78,2.68,4.4,3.21,2.72,7.12,11.16,10.89,1.2,-1.5,0.48,0.18
00080033,消费品第034号公司,消费品,2023,21.82,18.55,1.42,1.4,0.41,0.58,0.14,-0.67,-0.7,0.0,-0.7,-0.6,1.79,3.29,4.61,11.36,6.68,1.16,8.52,19.88,3.8,2.84,4.91,3.44,2.83,7.74,12.13,12.08,-0.86,-1.7,0.99,-1.56
00080034,消费品第035号公司,消费品,2019,5.38,3.97,0.24,0.53,0.23,0.08,-0.03,0.37,0.38,0.1,0.28,0.26,0.71,0.78,0.53,2.69,3.25,0.92,4.77,7.46,0.87,0.58,1.42,1.55,1.27,2.7,4.76,3.79,0.33,-0.51,-0.27,-0.44
00080034,消费品第035号公司,消费品,2020,5.18,3.97,0.29,0.5,0.2,0.11,-0.03,0.15,0.16,0.04,0.12,0.12,0.72,0.67,0.58,2.57,2.51,0.68,3.58,7.46,0.87,0.5,1.76,0.4,0.46,2.22,3.92,3.79,-0.06,-0.43,0.17,-0.32
00080034,消费品第035号公司,消费品,2021,5.48,3.29,0.19,0.22,0.24,0.16,-0.02,1.4,1.45,0.34,1.12,0.92,0.79,1.05,0.38,2.92,2.19,1.0,3.45,6.37,0.96,0.46,1.37,0.81,0.93,2.3,4.06,3.96,0.84,-0.48,-0.46,-0.1
00080034,消费品第035号公司,消费品,2022,5.59,3.71,0.13,0.27,0.21,0.14,0.05,1.07,1.04,0.25,0.79,0.68,0.65,0.42,0.99,2.54,2.82,0.86,4.09,6.63,0.67,0.56,1.59,0.44,0.81,2.4,4.23,4.1,1.02,-0.15,-0.21,0.67
00080034,消费品第035号公司,消费品,2023,5.68,4.34,0.42,0.51,0.24,0.16,0.0,0.02,0.01,0.0,0.01,0.01,0.83,0.6,0.71,2.49,1.67,0.36,2.36,4.85,0.77,0.56,1.16,0.61,0.59,1.76,3.1,2.81,0.01,-0.19,-0.11,-0.29
00080035,消费品第036号公司,消费品,2019,9.74,7.58,0.41,0.47,0.15,0.06,0.12,0.97,0.93,0.21,0.72,0.71,1.67,0.55,0.72,5.35,3.76,1.41,4.87,10.21,1.48,1.04,2.7,2.48,2.08,4.78,5.43,4.96,0.66,-0.43,-1.3,-1.07
00080035,消费品第036号公司,消费品,2020,10.92,7.1,0.69,0.58,0.18,0.16,0.11,2.11,1.27,0.5,1.59,1.4,2.73,1.27,0.72,5.75,3.25,1.41,5.44,11.19,1.29,1.44,2.6,2.79,2.63,5.24,5.95,5.65,1.8,-0.77,0.44,1.47
00080035,消费品第036号公司,消费品,2021,10.92,8.43,0.35,0.68,0.16,0.31,0.07,0.92,0.94,0.24,0.7,0.65,1.17,1.82,1.43,5.38,2.9,1.49,4.64,10.02,1.24,1.44,2.6,1.36,1.71,4.69,5.33,5.31,0.87,-0.49,0.22,0.59
00080035,消费品第036号公司,消费品,2022,10.92,8.16,0.6,0.84,0.16,0.2,0.11,0.86,0.85,0.22,0.63,0.53,1.82,1.75,1.06,5.62,4.06,0.81,5.85,11.47,2.17,0.73,2.6,0.68,1.42,5.37,6.1,5.65,0.5,-0.26,-0.4,-0.16
00080035,消费品第036号公司,消费品,2023,12.17,8.52,0.8,0.7,0.18,0.1,0.21,1.66,1.72,0.4,1.32,1.08,1.55,0.73,1.26,4.24,5.19,1.11,6.76,11.0,0.97,0.76,2.34,2.73,2.81,5.15,5.85,5.03,,-0.4,0.12,1.04
00080036,消费品第037号公司,消费品,2019,54.07,34.16,1.5,4.17,1.39,0.42,0.83,11.6,12.16,2.77,9.39,7.74,13.72,4.57,4.41,24.84,25.43,1.35,30.95,55.79,8.99,7.02,11.41,11.88,8.65,20.06,35.73,34.22,8.07,-4.46,-0.32,3.29
